event_type,event_date,user_id,project_name,organization,action,commits_count,files_changed,is_public,language
PushEvent,2023-04-03,olivia_zhang,airbnb/visx,airbnb,merged,7.0,15.0,True,C++
CreateEvent,2023-04-01,alex_kumar,facebook/yoga,facebook,commented,,,True,Python
IssuesEvent,2023-02-16,anna_wilson,vercel/turbo,vercel,opened,,,True,Java
CommitEvent,2023-05-25,sarah_chen,hashicorp/vagrant,hashicorp,closed,9.0,7.0,True,TypeScript
PushEvent,2023-03-24,sarah_chen,elastic/beats,elastic,commented,15.0,23.0,False,Go
PullRequestEvent,2023-09-01,emma_garcia,microsoft/dotnet,microsoft,closed,16.0,84.0,True,Java
PushEvent,2023-05-29,sarah_chen,facebook/docusaurus,facebook,opened,10.0,5.0,False,Go
CommitEvent,2023-10-23,emma_garcia,vercel/next.js,vercel,closed,8.0,8.0,False,C++
IssuesEvent,2023-05-20,david_martinez,google/flutter,google,approved,,,True,TypeScript
CreateEvent,2023-10-06,anna_wilson,facebook/docusaurus,facebook,opened,,,False,C++
CommitEvent,2023-03-07,james_smith,elastic/logstash,elastic,reviewed,11.0,3.0,False,TypeScript
IssuesEvent,2023-09-09,mark_davis,facebook/docusaurus,facebook,created,,,True,TypeScript
CreateEvent,2023-08-25,nina_patel,microsoft/vscode,microsoft,created,,,True,TypeScript
PushEvent,2023-08-29,robert_brown,airbnb/javascript,airbnb,closed,4.0,16.0,True,Rust
PushEvent,2023-12-26,john_taylor,vercel/micro,vercel,reviewed,13.0,8.0,True,C++
PushEvent,2023-01-11,rachel_kim,netflix/archaius,netflix,opened,7.0,23.0,True,C++
CommitEvent,2023-09-25,emma_garcia,facebook/react,facebook,commented,3.0,11.0,True,Rust
MergeEvent,2023-03-06,rachel_kim,airbnb/mavericks,airbnb,closed,,,True,Python
IssuesEvent,2023-11-14,maria_rodriguez,uber/jaeger,uber,closed,,,True,Java
PushEvent,2023-10-16,tom_nelson,hashicorp/nomad,hashicorp,opened,11.0,10.0,False,Rust
CommitEvent,2023-04-17,anna_wilson,airbnb/mavericks,airbnb,created,2.0,14.0,True,Go
CommitEvent,2023-10-17,nina_patel,airbnb/javascript,airbnb,reviewed,7.0,7.0,True,JavaScript
MergeEvent,2023-12-19,tom_nelson,microsoft/PowerToys,microsoft,approved,,,False,TypeScript
CreateEvent,2023-09-08,nina_patel,vercel/hyper,vercel,created,,,True,JavaScript
PullRequestEvent,2023-08-20,jen_liu,microsoft/playwright,microsoft,closed,42.0,60.0,False,C++
PushEvent,2023-08-17,sophie_duval,netflix/hystrix,netflix,merged,11.0,13.0,True,C++
CreateEvent,2023-09-29,olivia_zhang,vercel/micro,vercel,closed,,,True,Java
CreateEvent,2023-09-03,david_martinez,netflix/ribbon,netflix,opened,,,True,Java
PushEvent,2023-07-05,tom_nelson,vercel/micro,vercel,approved,8.0,7.0,False,Rust
MergeEvent,2023-10-25,anna_wilson,apache/airflow,apache,merged,,,True,JavaScript
MergeEvent,2023-02-09,rachel_kim,vercel/micro,vercel,updated,,,False,Rust
IssuesEvent,2023-06-14,david_martinez,netflix/conductor,netflix,approved,,,True,Java
PushEvent,2023-01-09,maria_rodriguez,airbnb/enzyme,airbnb,merged,6.0,7.0,True,TypeScript
MergeEvent,2023-05-17,sophie_duval,elastic/apm-server,elastic,reviewed,,,True,Rust
CommitEvent,2023-12-21,mark_davis,microsoft/vscode,microsoft,opened,11.0,12.0,True,C++
PushEvent,2023-04-07,mike_johnson,netflix/eureka,netflix,reviewed,13.0,5.0,False,Java
CommitEvent,2023-11-27,dan_murphy,google/kubernetes,google,commented,5.0,12.0,True,C++
PullRequestEvent,2023-06-28,dan_murphy,elastic/kibana,elastic,approved,15.0,68.0,True,JavaScript
PushEvent,2023-04-22,emma_garcia,netflix/archaius,netflix,merged,6.0,24.0,True,JavaScript
PullRequestEvent,2023-03-06,anna_wilson,apache/flink,apache,commented,30.0,85.0,True,Rust
PullRequestEvent,2023-08-01,emma_garcia,apache/beam,apache,approved,6.0,71.0,True,Java
PullRequestEvent,2023-06-17,anna_wilson,elastic/kibana,elastic,approved,47.0,47.0,True,C++
CommitEvent,2023-08-08,olivia_zhang,vercel/turbo,vercel,approved,2.0,11.0,True,TypeScript
PushEvent,2023-06-28,mike_johnson,elastic/elasticsearch,elastic,commented,10.0,17.0,True,Go
IssuesEvent,2023-09-28,sophie_duval,google/kubernetes,google,commented,,,False,TypeScript
MergeEvent,2023-07-06,emma_garcia,microsoft/dotnet,microsoft,updated,,,True,Java
CommitEvent,2023-08-14,james_smith,airbnb/lottie,airbnb,closed,5.0,21.0,True,Rust
PullRequestEvent,2023-02-16,alex_kumar,vercel/pkg,vercel,opened,4.0,67.0,True,Rust
PushEvent,2023-05-18,alex_kumar,apache/cassandra,apache,closed,2.0,19.0,True,Java
CreateEvent,2023-06-30,maria_rodriguez,elastic/beats,elastic,updated,,,True,TypeScript
CreateEvent,2023-01-28,david_martinez,airbnb/mavericks,airbnb,closed,,,True,Java
PushEvent,2023-03-09,tom_nelson,netflix/hystrix,netflix,merged,13.0,1.0,True,Java
PushEvent,2023-05-06,chris_lee,microsoft/vscode,microsoft,reviewed,13.0,8.0,False,Go
PullRequestEvent,2023-09-06,rachel_kim,microsoft/dotnet,microsoft,created,3.0,21.0,True,Go
CreateEvent,2023-11-03,lisa_anderson,uber/react-map-gl,uber,opened,,,False,Python
IssuesEvent,2023-08-25,jen_liu,hashicorp/terraform,hashicorp,reviewed,,,True,Rust
CreateEvent,2023-10-27,john_taylor,airbnb/javascript,airbnb,merged,,,True,C++
PushEvent,2023-05-05,emma_garcia,airbnb/enzyme,airbnb,reviewed,3.0,13.0,True,Go
IssuesEvent,2023-11-24,mike_johnson,facebook/react-native,facebook,merged,,,True,JavaScript
PushEvent,2023-09-24,nina_patel,netflix/zuul,netflix,created,1.0,18.0,True,Java
CreateEvent,2023-07-07,tom_nelson,airbnb/javascript,airbnb,updated,,,True,Go
CreateEvent,2023-10-29,anna_wilson,vercel/micro,vercel,approved,,,True,JavaScript
IssuesEvent,2023-02-15,dan_murphy,netflix/zuul,netflix,opened,,,True,C++
IssuesEvent,2023-11-08,john_taylor,vercel/next.js,vercel,merged,,,True,Java
CommitEvent,2023-08-14,emma_garcia,airbnb/mavericks,airbnb,merged,14.0,11.0,True,Python
MergeEvent,2023-08-05,jen_liu,hashicorp/nomad,hashicorp,updated,,,True,TypeScript
PushEvent,2023-09-30,james_smith,elastic/apm-server,elastic,opened,10.0,1.0,True,JavaScript
PushEvent,2023-12-06,mike_johnson,apache/beam,apache,closed,13.0,25.0,True,Java
CommitEvent,2023-02-25,nina_patel,uber/kraken,uber,approved,6.0,13.0,False,Java
IssuesEvent,2023-09-02,mark_davis,hashicorp/consul,hashicorp,closed,,,True,Go
MergeEvent,2023-11-29,anna_wilson,microsoft/terminal,microsoft,approved,,,True,TypeScript
IssuesEvent,2023-01-14,john_taylor,elastic/beats,elastic,opened,,,False,Rust
CreateEvent,2023-03-29,james_smith,microsoft/terminal,microsoft,reviewed,,,True,JavaScript
IssuesEvent,2023-02-14,maria_rodriguez,microsoft/playwright,microsoft,approved,,,True,JavaScript
PullRequestEvent,2023-11-03,maria_rodriguez,elastic/elasticsearch,elastic,closed,24.0,23.0,True,C++
PullRequestEvent,2023-10-28,robert_brown,uber/cadence,uber,updated,5.0,87.0,True,Java
IssuesEvent,2023-05-30,sarah_chen,netflix/conductor,netflix,closed,,,False,Go
PushEvent,2023-04-02,mike_johnson,google/chromium,google,updated,1.0,15.0,True,C++
PushEvent,2023-03-24,olivia_zhang,google/go,google,merged,10.0,14.0,True,Rust
CommitEvent,2023-04-25,sarah_chen,netflix/ribbon,netflix,created,15.0,24.0,True,Rust
PushEvent,2023-11-29,maria_rodriguez,netflix/ribbon,netflix,merged,13.0,7.0,False,Go
MergeEvent,2023-02-17,olivia_zhang,facebook/jest,facebook,opened,,,True,C++
CommitEvent,2023-10-21,anna_wilson,airbnb/lottie,airbnb,merged,9.0,3.0,True,C++
PushEvent,2023-12-23,anna_wilson,uber/react-map-gl,uber,reviewed,15.0,16.0,True,TypeScript
PullRequestEvent,2023-08-08,maria_rodriguez,vercel/pkg,vercel,approved,35.0,70.0,True,Java
CreateEvent,2023-11-11,david_martinez,facebook/jest,facebook,updated,,,True,JavaScript
IssuesEvent,2023-11-23,olivia_zhang,google/angular,google,commented,,,True,Java
PullRequestEvent,2023-10-06,nina_patel,elastic/beats,elastic,reviewed,1.0,31.0,True,JavaScript
CreateEvent,2023-07-16,dan_murphy,netflix/hystrix,netflix,updated,,,True,C++
CommitEvent,2023-08-14,james_smith,hashicorp/terraform,hashicorp,approved,2.0,2.0,True,C++
PullRequestEvent,2023-06-20,tom_nelson,vercel/next.js,vercel,opened,9.0,9.0,False,TypeScript
MergeEvent,2023-03-16,alex_kumar,microsoft/playwright,microsoft,reviewed,,,True,Rust
CommitEvent,2023-09-01,david_martinez,vercel/swr,vercel,merged,9.0,8.0,True,Go
CommitEvent,2023-12-25,nina_patel,google/chromium,google,commented,1.0,23.0,True,JavaScript
CommitEvent,2023-07-20,dan_murphy,uber/kraken,uber,reviewed,6.0,9.0,True,Rust
PullRequestEvent,2023-09-22,dan_murphy,facebook/relay,facebook,approved,6.0,33.0,False,TypeScript
MergeEvent,2023-11-16,olivia_zhang,facebook/jest,facebook,created,,,True,Java
IssuesEvent,2023-03-17,mike_johnson,google/chromium,google,closed,,,True,Rust
CreateEvent,2023-08-13,robert_brown,apache/kafka,apache,opened,,,True,TypeScript
PushEvent,2023-02-21,alex_kumar,facebook/docusaurus,facebook,created,2.0,16.0,True,Java
MergeEvent,2023-09-01,john_taylor,elastic/logstash,elastic,commented,,,True,TypeScript
IssuesEvent,2023-01-22,john_taylor,uber/pyro,uber,closed,,,False,JavaScript
CommitEvent,2023-09-26,mark_davis,google/angular,google,merged,11.0,19.0,False,Java
PushEvent,2023-08-29,sarah_chen,airbnb/enzyme,airbnb,commented,12.0,2.0,True,Python
CreateEvent,2023-02-14,rachel_kim,airbnb/enzyme,airbnb,closed,,,True,C++
MergeEvent,2023-06-12,mike_johnson,vercel/swr,vercel,reviewed,,,False,TypeScript
PushEvent,2023-04-17,maria_rodriguez,google/angular,google,closed,13.0,11.0,True,Go
MergeEvent,2023-03-13,alex_kumar,apache/spark,apache,merged,,,False,Rust
IssuesEvent,2023-03-22,john_taylor,airbnb/enzyme,airbnb,reviewed,,,True,Java
CommitEvent,2023-02-23,mike_johnson,hashicorp/vagrant,hashicorp,commented,5.0,10.0,True,Go
CommitEvent,2023-11-16,tom_nelson,vercel/next.js,vercel,closed,12.0,20.0,True,TypeScript
CreateEvent,2023-10-11,anna_wilson,facebook/jest,facebook,created,,,True,C++
CreateEvent,2023-06-22,anna_wilson,google/angular,google,created,,,True,C++
MergeEvent,2023-09-14,lisa_anderson,uber/kraken,uber,opened,,,True,Python
IssuesEvent,2023-06-14,alex_kumar,netflix/zuul,netflix,reviewed,,,True,Go
CreateEvent,2023-05-22,rachel_kim,facebook/docusaurus,facebook,updated,,,False,Go
CreateEvent,2023-01-13,anna_wilson,hashicorp/packer,hashicorp,merged,,,True,Go
CreateEvent,2023-03-14,john_taylor,hashicorp/consul,hashicorp,updated,,,True,Python
MergeEvent,2023-01-24,chris_lee,elastic/elasticsearch,elastic,updated,,,True,Rust
CommitEvent,2023-05-09,chris_lee,facebook/yoga,facebook,merged,10.0,20.0,True,Python
PullRequestEvent,2023-06-22,sophie_duval,vercel/next.js,vercel,opened,22.0,83.0,True,JavaScript
CreateEvent,2023-03-07,maria_rodriguez,netflix/zuul,netflix,merged,,,True,JavaScript
PushEvent,2023-09-19,tom_nelson,airbnb/visx,airbnb,updated,13.0,8.0,True,JavaScript
CommitEvent,2023-02-12,emma_garcia,microsoft/PowerToys,microsoft,reviewed,13.0,11.0,True,Java
CreateEvent,2023-06-10,james_smith,microsoft/terminal,microsoft,closed,,,True,Python
MergeEvent,2023-05-05,david_martinez,apache/beam,apache,updated,,,True,TypeScript
CreateEvent,2023-02-07,rachel_kim,microsoft/dotnet,microsoft,approved,,,False,JavaScript
PushEvent,2023-02-09,james_smith,apache/flink,apache,commented,8.0,17.0,True,TypeScript
MergeEvent,2023-05-27,emma_garcia,airbnb/javascript,airbnb,commented,,,True,Go
CommitEvent,2023-01-03,mark_davis,elastic/apm-server,elastic,closed,6.0,16.0,True,TypeScript
CreateEvent,2023-11-08,sophie_duval,uber/cadence,uber,opened,,,True,Java
IssuesEvent,2023-03-28,mike_johnson,apache/airflow,apache,reviewed,,,True,Go
CommitEvent,2023-05-06,sarah_chen,apache/spark,apache,updated,11.0,3.0,True,Java
MergeEvent,2023-10-13,lisa_anderson,apache/flink,apache,opened,,,False,Go
PullRequestEvent,2023-04-09,maria_rodriguez,microsoft/vscode,microsoft,opened,1.0,67.0,True,Python
MergeEvent,2023-07-24,nina_patel,elastic/logstash,elastic,closed,,,True,JavaScript
PushEvent,2023-12-17,maria_rodriguez,apache/beam,apache,reviewed,10.0,24.0,True,Python
IssuesEvent,2023-02-13,mark_davis,apache/cassandra,apache,reviewed,,,True,Python
MergeEvent,2023-11-15,tom_nelson,facebook/yoga,facebook,closed,,,True,C++
CommitEvent,2023-04-30,rachel_kim,netflix/eureka,netflix,closed,1.0,15.0,True,Python
PullRequestEvent,2023-08-30,lisa_anderson,facebook/yoga,facebook,approved,18.0,28.0,True,Go
PushEvent,2023-05-16,maria_rodriguez,microsoft/terminal,microsoft,merged,7.0,19.0,False,TypeScript
IssuesEvent,2023-11-29,emma_garcia,microsoft/TypeScript,microsoft,updated,,,True,Python
CommitEvent,2023-03-16,mark_davis,uber/react-map-gl,uber,reviewed,2.0,6.0,True,JavaScript
IssuesEvent,2023-04-14,dan_murphy,netflix/zuul,netflix,created,,,True,Go
IssuesEvent,2023-08-02,emma_garcia,microsoft/vscode,microsoft,approved,,,False,C++
CommitEvent,2023-07-19,chris_lee,airbnb/mavericks,airbnb,opened,14.0,9.0,True,C++
PullRequestEvent,2023-02-01,david_martinez,microsoft/dotnet,microsoft,commented,9.0,2.0,False,C++
CreateEvent,2023-07-20,dan_murphy,netflix/hystrix,netflix,approved,,,True,JavaScript
PushEvent,2023-03-13,tom_nelson,uber/kraken,uber,merged,6.0,11.0,True,Go
IssuesEvent,2023-04-30,james_smith,microsoft/terminal,microsoft,commented,,,True,Rust
MergeEvent,2023-01-01,david_martinez,microsoft/vscode,microsoft,reviewed,,,True,Java
CreateEvent,2023-07-23,mike_johnson,hashicorp/terraform,hashicorp,merged,,,True,Rust
IssuesEvent,2023-02-12,chris_lee,apache/flink,apache,opened,,,True,Python
MergeEvent,2023-11-18,emma_garcia,hashicorp/terraform,hashicorp,commented,,,False,Java
PullRequestEvent,2023-02-08,john_taylor,elastic/logstash,elastic,commented,31.0,46.0,True,Go
CreateEvent,2023-01-07,robert_brown,microsoft/dotnet,microsoft,opened,,,False,JavaScript
CreateEvent,2023-08-22,mike_johnson,apache/beam,apache,closed,,,False,Python
PullRequestEvent,2023-11-12,chris_lee,uber/jaeger,uber,opened,45.0,25.0,False,JavaScript
CreateEvent,2023-11-18,chris_lee,hashicorp/packer,hashicorp,approved,,,True,Java
PullRequestEvent,2023-01-24,nina_patel,netflix/zuul,netflix,opened,5.0,35.0,False,Rust
PushEvent,2023-01-15,mike_johnson,uber/pyro,uber,merged,15.0,13.0,True,Go
CreateEvent,2023-11-15,rachel_kim,vercel/next.js,vercel,approved,,,True,JavaScript
PullRequestEvent,2023-04-15,alex_kumar,google/flutter,google,merged,30.0,4.0,False,JavaScript
CommitEvent,2023-10-12,nina_patel,google/flutter,google,reviewed,10.0,18.0,False,TypeScript
PushEvent,2023-08-02,lisa_anderson,airbnb/mavericks,airbnb,opened,6.0,11.0,True,Go
CreateEvent,2023-05-09,emma_garcia,facebook/docusaurus,facebook,merged,,,True,C++
CommitEvent,2023-03-06,james_smith,netflix/archaius,netflix,reviewed,13.0,8.0,True,C++
CreateEvent,2023-07-19,james_smith,vercel/turbo,vercel,updated,,,True,Go
IssuesEvent,2023-09-28,alex_kumar,hashicorp/vault,hashicorp,created,,,False,Python
CommitEvent,2023-04-10,tom_nelson,vercel/next.js,vercel,closed,4.0,9.0,False,JavaScript
PushEvent,2023-01-27,tom_nelson,airbnb/mavericks,airbnb,opened,7.0,15.0,True,Go
IssuesEvent,2023-03-14,nina_patel,microsoft/dotnet,microsoft,merged,,,False,Go
MergeEvent,2023-01-24,anna_wilson,vercel/micro,vercel,opened,,,False,Java
CreateEvent,2023-07-21,chris_lee,airbnb/mavericks,airbnb,opened,,,True,Rust
MergeEvent,2023-06-18,olivia_zhang,netflix/conductor,netflix,merged,,,False,Python
MergeEvent,2023-03-19,tom_nelson,uber/jaeger,uber,opened,,,True,C++
PullRequestEvent,2023-09-03,nina_patel,netflix/zuul,netflix,commented,28.0,85.0,False,Go
PullRequestEvent,2023-09-10,robert_brown,uber/kraken,uber,updated,19.0,57.0,False,Python
IssuesEvent,2023-01-07,chris_lee,vercel/next.js,vercel,approved,,,False,Java
IssuesEvent,2023-09-22,emma_garcia,elastic/kibana,elastic,merged,,,False,JavaScript
IssuesEvent,2023-02-02,jen_liu,apache/flink,apache,opened,,,False,Go
MergeEvent,2023-10-22,anna_wilson,netflix/archaius,netflix,commented,,,True,Python
IssuesEvent,2023-04-16,maria_rodriguez,uber/react-map-gl,uber,closed,,,True,TypeScript
PullRequestEvent,2023-01-04,emma_garcia,apache/spark,apache,commented,13.0,7.0,True,C++
PushEvent,2023-09-15,jen_liu,vercel/turbo,vercel,merged,3.0,12.0,False,JavaScript
IssuesEvent,2023-10-27,maria_rodriguez,uber/pyro,uber,reviewed,,,True,TypeScript
IssuesEvent,2023-12-01,maria_rodriguez,hashicorp/vagrant,hashicorp,commented,,,True,Java
CreateEvent,2023-03-03,robert_brown,microsoft/dotnet,microsoft,reviewed,,,True,TypeScript
CommitEvent,2023-05-11,lisa_anderson,facebook/yoga,facebook,merged,10.0,14.0,True,Go
PullRequestEvent,2023-01-13,mark_davis,elastic/elasticsearch,elastic,commented,6.0,20.0,True,C++
PushEvent,2023-07-26,alex_kumar,uber/react-map-gl,uber,opened,15.0,8.0,True,Java
PushEvent,2023-06-18,alex_kumar,uber/kraken,uber,closed,5.0,15.0,True,Python
PushEvent,2023-12-21,chris_lee,microsoft/PowerToys,microsoft,reviewed,15.0,25.0,True,TypeScript
PushEvent,2023-10-29,mike_johnson,facebook/jest,facebook,closed,15.0,16.0,True,Rust
CommitEvent,2023-11-12,maria_rodriguez,elastic/kibana,elastic,merged,2.0,25.0,True,Rust
CommitEvent,2023-07-16,john_taylor,apache/cassandra,apache,updated,8.0,14.0,True,Java
CommitEvent,2023-07-02,sophie_duval,vercel/micro,vercel,reviewed,12.0,21.0,False,Python
MergeEvent,2023-09-22,dan_murphy,facebook/docusaurus,facebook,closed,,,True,Go
CreateEvent,2023-07-19,david_martinez,facebook/jest,facebook,commented,,,True,Java
IssuesEvent,2023-04-12,david_martinez,google/chromium,google,reviewed,,,True,Python
PushEvent,2023-06-18,chris_lee,hashicorp/packer,hashicorp,closed,7.0,9.0,False,TypeScript
IssuesEvent,2023-09-03,jen_liu,facebook/react,facebook,created,,,True,Java
CommitEvent,2023-02-07,dan_murphy,vercel/pkg,vercel,reviewed,15.0,14.0,True,Python
CreateEvent,2023-07-20,mike_johnson,google/kubernetes,google,reviewed,,,True,TypeScript
PushEvent,2023-02-11,mike_johnson,facebook/yoga,facebook,created,3.0,7.0,True,JavaScript
CommitEvent,2023-11-19,chris_lee,vercel/pkg,vercel,updated,1.0,16.0,True,Java
CreateEvent,2023-09-30,anna_wilson,elastic/logstash,elastic,closed,,,True,Java
PushEvent,2023-07-20,tom_nelson,uber/cadence,uber,created,12.0,8.0,True,Rust
IssuesEvent,2023-10-06,john_taylor,google/angular,google,opened,,,True,C++
IssuesEvent,2023-10-15,tom_nelson,uber/jaeger,uber,opened,,,False,Java
IssuesEvent,2023-01-02,maria_rodriguez,uber/react-map-gl,uber,closed,,,True,C++
IssuesEvent,2023-08-08,alex_kumar,netflix/zuul,netflix,updated,,,True,Python
CommitEvent,2023-05-30,david_martinez,google/tensorflow,google,reviewed,6.0,10.0,True,Go
CreateEvent,2023-05-15,david_martinez,vercel/turbo,vercel,opened,,,True,C++
CommitEvent,2023-02-21,emma_garcia,vercel/pkg,vercel,reviewed,3.0,3.0,True,JavaScript
PushEvent,2023-11-07,alex_kumar,airbnb/enzyme,airbnb,created,11.0,6.0,True,Go
CreateEvent,2023-10-02,robert_brown,facebook/react,facebook,created,,,True,Rust
CommitEvent,2023-02-04,tom_nelson,hashicorp/vault,hashicorp,opened,12.0,19.0,True,TypeScript
CommitEvent,2023-01-25,tom_nelson,vercel/turbo,vercel,approved,7.0,17.0,True,Java
MergeEvent,2023-12-17,maria_rodriguez,facebook/yoga,facebook,created,,,True,TypeScript
PullRequestEvent,2023-07-18,robert_brown,facebook/yoga,facebook,reviewed,42.0,87.0,False,C++
PullRequestEvent,2023-07-30,emma_garcia,elastic/kibana,elastic,opened,47.0,3.0,True,C++
CommitEvent,2023-10-06,tom_nelson,facebook/react-native,facebook,created,4.0,16.0,True,Rust
MergeEvent,2023-02-01,mike_johnson,airbnb/visx,airbnb,approved,,,False,C++
CreateEvent,2023-09-05,nina_patel,airbnb/lottie,airbnb,updated,,,True,Rust
PullRequestEvent,2023-07-06,sophie_duval,vercel/turbo,vercel,commented,45.0,20.0,True,Python
PushEvent,2023-09-24,anna_wilson,microsoft/TypeScript,microsoft,updated,14.0,8.0,True,Java
CreateEvent,2023-08-13,olivia_zhang,vercel/hyper,vercel,created,,,True,Rust
MergeEvent,2023-12-11,lisa_anderson,vercel/swr,vercel,closed,,,True,Rust
IssuesEvent,2023-02-10,sarah_chen,elastic/apm-server,elastic,closed,,,False,C++
PullRequestEvent,2023-09-21,tom_nelson,airbnb/javascript,airbnb,reviewed,34.0,94.0,True,C++
CommitEvent,2023-08-09,mark_davis,google/kubernetes,google,reviewed,8.0,16.0,True,Go
PushEvent,2023-01-10,sarah_chen,microsoft/PowerToys,microsoft,commented,2.0,16.0,True,C++
PullRequestEvent,2023-11-26,tom_nelson,google/angular,google,created,43.0,39.0,True,Rust
PushEvent,2023-08-25,nina_patel,microsoft/vscode,microsoft,created,7.0,18.0,True,C++
CommitEvent,2023-02-02,robert_brown,facebook/jest,facebook,closed,14.0,17.0,True,Python
IssuesEvent,2023-01-23,alex_kumar,uber/jaeger,uber,created,,,True,Rust
CommitEvent,2023-09-24,jen_liu,elastic/kibana,elastic,commented,9.0,20.0,False,Rust
MergeEvent,2023-04-11,james_smith,google/chromium,google,merged,,,True,Go
IssuesEvent,2023-09-13,david_martinez,elastic/elasticsearch,elastic,opened,,,True,TypeScript
CommitEvent,2023-06-11,rachel_kim,hashicorp/terraform,hashicorp,opened,3.0,4.0,True,TypeScript
MergeEvent,2023-06-11,nina_patel,facebook/react-native,facebook,commented,,,True,JavaScript
PullRequestEvent,2023-08-19,olivia_zhang,google/tensorflow,google,approved,35.0,43.0,True,JavaScript
CreateEvent,2023-05-20,emma_garcia,elastic/kibana,elastic,commented,,,True,C++
CreateEvent,2023-09-07,mike_johnson,vercel/next.js,vercel,opened,,,True,Rust
PushEvent,2023-07-29,anna_wilson,vercel/hyper,vercel,commented,15.0,9.0,False,Rust
CommitEvent,2023-07-23,mark_davis,uber/kraken,uber,commented,7.0,20.0,False,TypeScript
IssuesEvent,2023-08-02,alex_kumar,airbnb/mavericks,airbnb,commented,,,True,Go
IssuesEvent,2023-01-19,alex_kumar,vercel/pkg,vercel,merged,,,False,C++
CreateEvent,2023-03-16,tom_nelson,airbnb/javascript,airbnb,approved,,,True,TypeScript
IssuesEvent,2023-08-01,mike_johnson,vercel/swr,vercel,opened,,,True,Go
CreateEvent,2023-12-28,mike_johnson,vercel/swr,vercel,approved,,,True,C++
CommitEvent,2023-06-23,david_martinez,airbnb/lottie,airbnb,merged,14.0,16.0,True,TypeScript
IssuesEvent,2023-11-10,rachel_kim,microsoft/vscode,microsoft,merged,,,True,Python
CommitEvent,2023-04-03,david_martinez,airbnb/visx,airbnb,reviewed,11.0,13.0,True,Go
MergeEvent,2023-01-14,olivia_zhang,vercel/micro,vercel,opened,,,True,Python
CommitEvent,2023-10-25,sophie_duval,vercel/hyper,vercel,approved,7.0,4.0,True,JavaScript
CreateEvent,2023-08-15,sarah_chen,google/flutter,google,opened,,,True,Go
IssuesEvent,2023-02-08,chris_lee,microsoft/playwright,microsoft,reviewed,,,True,Java
PushEvent,2023-12-19,jen_liu,airbnb/visx,airbnb,commented,7.0,25.0,True,TypeScript
PushEvent,2023-07-08,david_martinez,google/tensorflow,google,reviewed,8.0,2.0,True,C++
MergeEvent,2023-06-21,robert_brown,google/chromium,google,created,,,True,JavaScript
IssuesEvent,2023-01-19,olivia_zhang,hashicorp/terraform,hashicorp,created,,,True,JavaScript
PushEvent,2023-05-11,robert_brown,apache/flink,apache,approved,10.0,8.0,True,Java
PushEvent,2023-07-20,david_martinez,facebook/react,facebook,closed,15.0,15.0,True,Rust
PushEvent,2023-09-01,maria_rodriguez,elastic/elasticsearch,elastic,closed,12.0,20.0,True,Go
CreateEvent,2023-05-13,john_taylor,elastic/kibana,elastic,approved,,,True,TypeScript
MergeEvent,2023-05-07,dan_murphy,microsoft/terminal,microsoft,created,,,True,JavaScript
IssuesEvent,2023-02-25,rachel_kim,elastic/beats,elastic,closed,,,True,Java
IssuesEvent,2023-11-03,james_smith,microsoft/vscode,microsoft,created,,,True,JavaScript
PushEvent,2023-10-20,anna_wilson,airbnb/mavericks,airbnb,reviewed,13.0,22.0,True,Java
IssuesEvent,2023-10-31,mark_davis,facebook/react-native,facebook,merged,,,True,JavaScript
PullRequestEvent,2023-09-09,chris_lee,uber/kraken,uber,merged,34.0,93.0,True,Go
PushEvent,2023-01-18,dan_murphy,facebook/yoga,facebook,created,9.0,7.0,False,Python
MergeEvent,2023-03-12,dan_murphy,facebook/react-native,facebook,commented,,,False,Rust
MergeEvent,2023-11-08,emma_garcia,elastic/logstash,elastic,approved,,,False,Rust
CommitEvent,2023-03-07,david_martinez,apache/kafka,apache,closed,8.0,23.0,True,TypeScript
CommitEvent,2023-10-28,nina_patel,microsoft/dotnet,microsoft,reviewed,1.0,23.0,True,Rust
PullRequestEvent,2023-07-16,tom_nelson,apache/beam,apache,updated,8.0,10.0,True,C++
IssuesEvent,2023-03-20,rachel_kim,elastic/elasticsearch,elastic,opened,,,True,Java
PullRequestEvent,2023-12-18,anna_wilson,vercel/turbo,vercel,merged,50.0,39.0,True,Python
CommitEvent,2023-09-04,chris_lee,google/chromium,google,commented,6.0,13.0,True,JavaScript
MergeEvent,2023-10-03,dan_murphy,google/go,google,merged,,,True,JavaScript
MergeEvent,2023-01-28,robert_brown,vercel/hyper,vercel,created,,,False,JavaScript
PushEvent,2023-06-21,dan_murphy,apache/airflow,apache,commented,1.0,16.0,True,Python
PushEvent,2023-03-23,rachel_kim,uber/jaeger,uber,updated,9.0,10.0,True,Java
CreateEvent,2023-08-21,john_taylor,facebook/docusaurus,facebook,closed,,,True,C++
PullRequestEvent,2023-08-08,john_taylor,netflix/eureka,netflix,opened,21.0,68.0,True,C++
CreateEvent,2023-04-21,john_taylor,hashicorp/vault,hashicorp,approved,,,True,Java
CommitEvent,2023-06-10,tom_nelson,elastic/beats,elastic,merged,12.0,5.0,False,C++
CreateEvent,2023-06-03,john_taylor,hashicorp/nomad,hashicorp,reviewed,,,True,JavaScript
PushEvent,2023-02-27,maria_rodriguez,netflix/ribbon,netflix,approved,2.0,19.0,False,C++
CreateEvent,2023-06-29,david_martinez,uber/jaeger,uber,opened,,,True,Java
